date,opening,received,consumed,closing,dip,pairs,rate,cost,eq_DG-01,eq_DG-02,eq_BLR-01,eq_FLT,eq_VEH,eq_FP-01
2025-11-05,14991,0,803,14188,14279,10003,104.5,0,442,105,156,37,63,0
2025-11-06,14188,0,732,13456,13542,10472,104.2,0,412,91,140,36,53,0
2025-11-07,13456,0,175,13281,13291,2030,104.55,0,101,20,34,8,12,0
2025-11-08,13281,0,786,12495,12591,10231,104.26,0,438,99,137,39,59,14
2025-11-09,12495,0,766,11729,11802,10658,104.11,0,423,90,161,34,58,0
2025-11-10,11729,0,728,11001,11065,9679,104.45,0,424,82,138,37,47,0
2025-11-11,11001,0,783,10218,10140,10397,103.99,0,452,86,148,39,58,0
2025-11-12,10218,0,789,9429,9470,10377,104.44,0,437,98,159,38,57,0
2025-11-13,9429,0,776,8653,8600,10774,103.95,0,453,93,145,36,49,0
2025-11-14,8653,0,173,8480,8418,1960,103.95,0,99,19,34,8,13,0
2025-11-15,8480,0,786,7694,7634,10439,104.38,0,446,91,148,34,53,14
2025-11-16,7694,0,772,6922,6868,11248,104.03,0,430,93,155,42,52,0
2025-11-17,6922,0,766,6156,6203,9878,103.92,0,444,88,146,33,55,0
2025-11-18,6156,0,805,5351,5388,10261,104.29,0,462,95,148,43,57,0
2025-11-19,5351,13000,771,17580,17461,10468,104.2,1354600,435,102,142,35,57,0
2025-11-20,17580,0,774,16806,16844,9613,103.83,0,441,96,149,35,53,0
2025-11-21,16806,0,172,16634,16538,1984,103.89,0,96,21,34,9,12,0
2025-11-22,16634,0,878,15756,15734,10899,104.04,0,501,103,163,36,61,14
2025-11-23,15756,0,876,14880,14959,10733,103.93,0,509,96,169,41,61,0
2025-11-24,14880,0,735,14145,14208,9672,104.09,0,399,95,151,40,50,0
2025-11-25,14145,0,723,13422,13447,9841,103.87,0,418,87,135,33,50,0
2025-11-26,13422,0,808,12614,12628,10117,103.91,0,451,103,152,40,62,0
2025-11-27,12614,0,823,11791,11825,11143,104.1,0,459,106,162,41,55,0
2025-11-28,11791,0,166,11625,11654,2140,103.96,0,92,20,32,9,13,0
2025-11-29,11625,0,715,10910,10891,9990,104.1,0,398,86,138,32,47,14
2025-11-30,10910,0,806,10104,10029,10486,103.91,0,478,89,144,38,57,0
2025-12-01,10104,0,709,9395,9393,10675,103.6,0,401,80,148,34,46,0
2025-12-02,9395,0,844,8551,8606,10617,103.91,0,480,106,163,37,58,0
2025-12-03,8551,0,779,7772,7809,10942,103.8,0,446,99,142,37,55,0
2025-12-04,7772,0,812,6960,7014,9923,103.88,0,469,103,148,40,52,0
2025-12-05,6960,0,168,6792,6742,2056,104.03,0,94,20,33,8,13,0
2025-12-06,6792,0,857,5935,5911,10198,103.9,0,496,88,159,42,58,14
2025-12-07,5935,13000,733,18202,18083,11365,103.85,1350050,421,86,136,39,51,0
2025-12-08,18202,0,823,17379,17309,9622,103.91,0,468,103,159,35,58,0
2025-12-09,17379,0,842,16537,16610,10551,103.93,0,495,100,150,37,60,0
2025-12-10,16537,0,772,15765,15869,10636,103.89,0,431,99,157,35,50,0
2025-12-11,15765,0,815,14950,14878,10587,103.44,0,479,89,149,40,58,0
2025-12-12,14950,0,166,14784,14874,1972,103.4,0,96,19,32,8,11,0
2025-12-13,14784,0,788,13996,14023,9736,103.57,0,433,93,151,36,61,14
2025-12-14,13996,0,821,13175,13134,9841,103.45,0,464,97,164,43,53,0
2025-12-15,13175,0,808,12367,12451,11041,103.54,0,466,90,147,43,62,0
2025-12-16,12367,0,766,11601,11652,9645,103.75,0,456,90,131,36,53,0
2025-12-17,11601,0,830,10771,10823,11268,103.72,0,471,103,153,39,64,0
2025-12-18,10771,0,763,10008,9976,10646,103.7,0,436,100,141,37,49,0
2025-12-19,10008,0,167,9841,9902,2226,103.63,0,96,20,33,7,11,0
2025-12-20,9841,0,779,9062,9124,10556,103.73,0,445,88,140,38,54,14
2025-12-21,9062,0,699,8363,8380,10869,103.47,0,390,81,148,33,47,0
2025-12-22,8363,0,793,7570,7584,9817,103.39,0,443,101,150,39,60,0
2025-12-23,7570,0,718,6852,6838,9906,103.42,0,389,87,154,38,50,0
2025-12-24,6852,0,773,6079,6046,10915,103.43,0,442,81,156,38,56,0
2025-12-25,6079,0,735,5344,5335,9866,103.46,0,397,96,158,34,50,0
2025-12-26,5344,13000,162,18182,18051,2093,103.5,1345500,88,22,34,7,11,0
2025-12-27,18182,0,866,17316,17373,10388,103.4,0,501,102,150,37,62,14
2025-12-28,17316,0,819,16497,16592,9753,103.48,0,472,89,159,39,60,0
2025-12-29,16497,0,863,15634,15546,10516,103.6,0,496,103,167,38,59,0
2025-12-30,15634,0,768,14866,14891,10713,103.6,0,441,87,159,33,48,0
2025-12-31,14866,0,796,14070,14141,10765,103.1,0,450,98,162,35,51,0
2026-01-01,14070,0,805,13265,13302,10690,103.01,0,465,86,159,41,54,0
2026-01-02,13265,0,173,13092,13082,2249,103.43,0,103,19,31,8,12,0
2026-01-03,13092,0,844,12248,12186,9993,103.1,0,463,100,171,37,59,14
2026-01-04,12248,0,838,11410,11482,11182,102.93,0,486,107,154,38,53,0
2026-01-05,11410,0,696,10714,10741,10463,103.46,0,378,85,141,38,54,0
2026-01-06,10714,0,775,9939,9919,10996,103.09,0,449,88,147,35,56,0
2026-01-07,9939,0,760,9179,9222,10093,103.21,0,422,98,143,40,57,0
2026-01-08,9179,0,845,8334,8268,9732,103.04,0,503,94,151,38,59,0
2026-01-09,8334,0,168,8166,8213,2171,102.97,0,94,20,34,9,11,0
2026-01-10,8166,0,810,7356,7354,10226,103.35,0,435,101,167,42,51,14
2026-01-11,7356,0,831,6525,6473,10712,102.93,0,494,92,160,35,50,0
2026-01-12,6525,0,857,5668,5699,10978,103.28,0,498,100,165,39,55,0
2026-01-13,5668,0,712,4956,4968,10312,103.02,0,407,93,132,33,47,0
2026-01-14,4956,13475,815,17616,17666,10054,103.21,1390755,455,103,164,36,57,0
2026-01-15,17616,0,758,16858,16796,10257,103.08,0,415,97,156,39,51,0
2026-01-16,16858,0,162,16696,16686,2059,102.71,0,91,21,30,8,12,0
2026-01-17,16696,0,830,15866,15751,9881,103.01,0,457,100,165,36,58,14
2026-01-18,15866,0,723,15143,15188,10078,103.13,0,408,88,137,35,55,0
2026-01-19,15143,0,792,14351,14359,11078,102.67,0,478,85,144,35,50,0
2026-01-20,14351,0,749,13602,13680,10472,102.75,0,425,89,148,33,54,0
2026-01-21,13602,0,808,12794,12724,10195,102.7,0,478,95,137,40,58,0
2026-01-22,12794,0,739,12055,12030,10261,103.13,0,420,87,143,32,57,0
2026-01-23,12055,0,166,11889,11833,1960,102.67,0,89,20,35,9,13,0
2026-01-24,11889,0,781,11108,11142,10612,102.79,0,434,97,146,36,54,14
2026-01-25,11108,0,824,10284,10278,9798,103.07,0,484,100,142,41,57,0
2026-01-26,10284,0,780,9504,9566,9644,102.76,0,453,91,148,33,55,0
2026-01-27,9504,0,776,8728,8718,10734,102.6,0,437,90,154,42,53,0
2026-01-28,8728,0,857,7871,7821,10891,102.73,0,504,106,153,41,53,0
2026-01-29,7871,0,792,7079,7083,10738,102.76,0,442,102,153,38,57,0
2026-01-30,7079,0,162,6917,6882,2129,102.86,0,93,19,30,8,12,0
2026-01-31,6917,0,736,6181,6149,10138,102.69,0,421,86,127,38,50,14
2026-02-01,6181,12921,813,18289,18177,10454,103.0,1330863,467,101,145,41,59,0
2026-02-02,18289,0,736,17553,17482,10726,102.53,0,421,92,133,39,51,0
2026-02-03,17553,0,773,16780,16793,10535,102.71,0,467,97,129,34,46,0
2026-02-04,16780,0,792,15988,15956,9588,102.84,0,480,90,138,35,49,0
2026-02-05,15988,0,824,15164,15215,10033,102.89,0,465,102,162,41,54,0
2026-02-06,15164,0,164,15000,15069,2175,102.35,0,91,20,34,8,11,0
2026-02-07,15000,0,914,14086,14098,10586,102.58,0,524,114,163,37,62,14
2026-02-08,14086,0,854,13232,13285,10384,102.46,0,506,103,147,37,61,0
2026-02-09,13232,0,831,12401,12486,9725,102.49,0,452,108,173,38,60,0
2026-02-10,12401,0,735,11666,11720,10592,102.41,0,405,93,145,36,56,0
2026-02-11,11666,0,793,10873,10951,11147,102.76,0,447,96,155,38,57,0
2026-02-12,10873,0,725,10148,10147,9667,102.81,0,395,89,155,36,50,0
2026-02-13,10148,0,172,9976,9905,2048,102.37,0,94,23,35,8,12,0
2026-02-14,9976,0,824,9152,9171,10094,102.22,0,469,96,147,37,61,14
2026-02-15,9152,0,884,8268,8236,9948,102.65,0,516,108,159,41,60,0
2026-02-16,8268,0,750,7518,7554,10132,102.65,0,422,102,144,34,48,0
2026-02-17,7518,0,838,6680,6719,11358,102.47,0,485,99,159,36,59,0
2026-02-18,6680,0,797,5883,5859,9750,102.63,0,456,109,143,35,54,0
2026-02-19,5883,0,878,5005,5011,11241,102.17,0,510,109,161,42,56,0
2026-02-20,5005,13320,176,18149,18270,2276,102.27,1362236,105,21,30,8,12,0
2026-02-21,18149,0,779,17370,17475,9703,102.51,0,455,89,133,32,56,14
2026-02-22,17370,0,782,16588,16541,10949,102.61,0,448,89,153,37,55,0
2026-02-23,16588,0,868,15720,15747,10714,102.13,0,511,109,154,36,58,0
2026-02-24,15720,0,781,14939,14900,10781,102.17,0,456,91,151,36,47,0
2026-02-25,14939,0,805,14134,14191,11007,102.25,0,462,106,146,40,51,0
2026-02-26,14134,0,837,13297,13317,10798,102.52,0,473,108,160,37,59,0
2026-02-27,13297,0,176,13121,13116,2284,102.28,0,100,23,33,8,12,0
2026-02-28,13121,0,746,12375,12287,9669,102.48,0,400,84,155,36,57,14
2026-03-01,12375,0,855,11520,11540,11076,102.44,0,486,113,158,36,62,0
2026-03-02,11520,0,825,10695,10687,10845,102.11,0,468,107,164,35,51,0
2026-03-03,10695,0,762,9933,9906,9622,102.28,0,431,94,147,35,55,0
2026-03-04,9933,0,730,9203,9173,10400,102.34,0,417,88,139,32,54,0
2026-03-05,9203,0,751,8452,8436,10051,102.33,0,423,107,132,37,52,0
2026-03-06,8452,0,174,8278,8227,2149,102.04,0,101,22,30,8,13,0
2026-03-07,8278,0,834,7444,7398,10205,102.13,0,481,99,145,38,57,14
2026-03-08,7444,0,855,6589,6585,10080,102.11,0,510,111,142,35,57,0
2026-03-09,6589,0,828,5761,5775,10297,102.05,0,507,90,145,35,51,0
2026-03-10,5761,0,822,4939,4936,11406,102.26,0,478,112,137,35,60,0
2026-03-11,4939,13411,755,17595,17607,9742,102.08,1368995,443,96,135,33,48,0
2026-03-12,17595,0,839,16756,16643,10431,102.37,0,484,112,146,36,61,0
2026-03-13,16756,0,186,16570,16679,2078,101.98,0,109,22,35,8,12,0
2026-03-14,16570,0,831,15739,15761,10791,101.77,0,495,91,144,35,52,14
2026-03-15,15739,0,861,14878,14814,10672,102.09,0,515,98,159,37,52,0
2026-03-16,14878,0,817,14061,14084,9891,101.97,0,486,108,132,39,52,0
2026-03-17,14061,0,814,13247,13310,9806,102.14,0,499,96,136,33,50,0
2026-03-18,13247,0,824,12423,12390,10587,102.07,0,481,93,154,38,58,0
2026-03-19,12423,0,846,11577,11527,10012,101.8,0,513,99,147,36,51,0
2026-03-20,11577,0,184,11393,11390,2149,101.67,0,104,24,36,8,12,0
2026-03-21,11393,0,791,10602,10669,10516,101.74,0,454,97,140,32,54,14
2026-03-22,10602,0,776,9826,9873,10151,101.82,0,441,108,139,36,52,0
2026-03-23,9826,0,902,8924,8936,10526,101.74,0,548,109,148,43,54,0
2026-03-24,8924,0,849,8075,8126,11371,101.7,0,495,108,158,38,50,0
2026-03-25,8075,0,812,7263,7271,9957,101.89,0,466,114,142,40,50,0
2026-03-26,7263,0,838,6425,6455,10999,101.75,0,492,97,154,38,57,0
2026-03-27,6425,0,193,6232,6272,2093,101.93,0,114,24,36,8,11,0
2026-03-28,6232,0,901,5331,5324,11106,101.99,0,539,109,143,42,54,14
2026-03-29,5331,13575,900,18006,18002,11185,101.88,1383021,527,102,171,39,61,0
2026-03-30,18006,0,814,17192,17061,10318,102.08,0,494,92,140,33,55,0
2026-03-31,17192,0,739,16453,16469,9646,101.86,0,434,87,134,37,47,0
2026-04-01,16453,0,946,15507,15407,10055,102.07,0,575,123,150,40,58,0
2026-04-02,15507,0,809,14698,14659,10467,101.69,0,461,101,159,37,51,0
2026-04-03,14698,0,195,14503,14449,2049,101.69,0,117,24,34,7,13,0
2026-04-04,14503,0,808,13695,13728,11291,101.62,0,462,98,145,38,51,14
2026-04-05,13695,0,855,12840,12907,11095,101.43,0,506,103,152,41,53,0
2026-04-06,12840,0,872,11968,11949,10580,101.42,0,519,117,143,40,53,0
2026-04-07,11968,0,765,11203,11210,9626,101.86,0,441,96,135,37,56,0
2026-04-08,11203,0,843,10360,10345,10158,101.71,0,485,118,149,39,52,0
2026-04-09,10360,0,898,9462,9532,10370,101.58,0,544,102,158,40,54,0
2026-04-10,9462,0,200,9262,9335,2238,101.56,0,120,25,34,8,13,0
2026-04-11,9262,0,926,8336,8280,10805,101.88,0,550,108,156,43,55,14
2026-04-12,8336,0,797,7539,7525,9680,101.86,0,465,96,149,39,48,0
2026-04-13,7539,0,797,6742,6779,11172,101.53,0,464,106,137,37,53,0
2026-04-14,6742,0,877,5865,5899,10052,101.52,0,530,110,142,38,57,0
2026-04-15,5865,0,873,4992,4963,10013,101.36,0,531,110,140,41,51,0
2026-04-16,4992,13258,793,17457,17579,9769,101.66,1347808,457,96,154,37,49,0
2026-04-17,17457,0,180,17277,17218,1944,101.44,0,106,24,30,8,12,0
2026-04-18,17277,0,813,16464,16554,10416,101.54,0,471,109,137,33,49,14
2026-04-19,16464,0,846,15618,15537,9958,101.63,0,513,102,136,38,57,0
2026-04-20,15618,0,883,14735,14781,10470,101.21,0,543,112,137,35,56,0
2026-04-21,14735,0,870,13865,13976,10011,101.66,0,529,100,148,39,54,0
2026-04-22,13865,0,856,13009,13080,11385,101.72,0,519,94,156,35,52,0
2026-04-23,13009,0,839,12170,12208,11252,101.17,0,481,110,148,42,58,0
2026-04-24,12170,0,196,11974,11963,2285,101.67,0,117,25,34,8,12,0
2026-04-25,11974,0,859,11115,11165,9822,101.71,0,489,112,155,35,54,14
2026-04-26,11115,0,938,10177,10211,9676,101.41,0,576,106,159,38,59,0
2026-04-27,10177,0,859,9318,9326,11371,101.18,0,517,111,143,38,50,0
2026-04-28,9318,0,813,8505,8487,10219,101.19,0,465,109,153,35,51,0
2026-04-29,8505,0,928,7577,7634,10843,101.5,0,569,102,160,42,55,0
2026-04-30,7577,0,866,6711,6731,9910,101.21,0,522,108,151,33,52,0
2026-05-01,6711,0,187,6524,6542,2011,101.47,0,111,23,31,9,13,0
2026-05-02,6524,0,910,5614,5570,11389,101.1,0,554,106,139,41,56,14
2026-05-03,5614,13289,829,18074,17985,10159,101.27,1345777,499,102,137,36,55,0
2026-05-04,18074,0,840,17234,17149,10340,101.47,0,515,100,140,34,51,0
2026-05-05,17234,0,863,16371,16331,11401,101.41,0,509,122,136,37,59,0
2026-05-06,16371,0,926,15445,15469,10376,101.45,0,549,122,152,42,61,0
2026-05-07,15445,0,817,14628,14625,9932,101.34,0,466,100,157,40,54,0
2026-05-08,14628,0,199,14429,14389,2186,101.22,0,122,24,32,8,13,0
2026-05-09,14429,0,864,13565,13605,10809,101.07,0,534,100,135,32,49,14
2026-05-10,13565,0,861,12704,12694,10493,101.24,0,516,113,142,33,57,0
2026-05-11,12704,0,915,11789,11736,10281,101.07,0,557,116,154,37,51,0
2026-05-12,11789,0,834,10955,10948,9622,101.29,0,489,110,143,38,54,0
2026-05-13,10955,0,861,10094,10061,10176,101.48,0,484,117,164,38,58,0
2026-05-14,10094,0,944,9150,9207,11009,101.44,0,578,111,152,42,61,0
2026-05-15,9150,0,191,8959,8911,2114,100.92,0,111,25,35,8,12,0
2026-05-16,8959,0,891,8068,8094,10551,101.25,0,550,101,135,35,56,14
2026-05-17,8068,0,845,7223,7178,10260,100.91,0,513,111,141,34,46,0
2026-05-18,7223,0,898,6325,6321,10190,101.02,0,534,108,158,39,59,0
2026-05-19,6325,0,935,5390,5350,10830,101.06,0,559,117,162,39,58,0
2026-05-20,5390,12777,861,17306,17360,11318,101.2,1293032,506,110,150,38,57,0
2026-05-21,17306,0,901,16405,16486,11174,101.06,0,531,127,146,41,56,0
2026-05-22,16405,0,196,16209,16287,2035,101.24,0,120,23,34,8,11,0
2026-05-23,16209,0,892,15317,15294,9861,101.02,0,523,110,153,36,56,14
2026-05-24,15317,0,927,14390,14375,10418,101.11,0,556,108,168,40,55,0
2026-05-25,14390,0,920,13470,13558,11063,101.28,0,564,118,143,40,55,0
2026-05-26,13470,0,825,12645,12678,11425,101.04,0,489,104,142,36,54,0
2026-05-27,12645,0,901,11744,11720,10626,101.03,0,551,121,140,38,51,0
2026-05-28,11744,0,841,10903,10962,10364,100.76,0,483,121,150,36,51,0
2026-05-29,10903,0,183,10720,10767,2107,100.86,0,103,24,36,7,13,0
2026-05-30,10720,0,891,9829,9776,10877,100.86,0,533,108,144,38,54,14
2026-05-31,9829,0,809,9020,8960,9872,101.22,0,483,100,133,35,58,0
2026-06-01,9020,0,863,8157,8109,10234,101.24,0,525,99,148,38,53,0
2026-06-02,8157,0,936,7221,7241,10806,101.11,0,540,126,171,37,62,0
2026-06-03,7221,0,837,6384,6389,11010,101.19,0,487,114,142,39,55,0
2026-06-04,6384,0,986,5398,5364,10253,100.7,0,606,120,161,41,58,0
2026-06-05,5398,12779,200,17977,17962,2022,100.74,1287356,125,23,30,9,13,0
2026-06-06,17977,0,964,17013,17116,9703,101.03,0,568,121,163,37,61,14
2026-06-07,17013,0,809,16204,16105,9984,100.97,0,475,101,141,38,54,0
2026-06-08,16204,0,819,15385,15336,10570,100.9,0,471,100,155,37,56,0
2026-06-09,15385,0,867,14518,14557,10978,100.68,0,531,110,139,33,54,0
2026-06-10,14518,0,784,13734,13776,11160,100.81,0,456,96,148,34,50,0
2026-06-11,13734,0,866,12868,12802,10303,100.62,0,511,108,155,35,57,0
2026-06-12,12868,0,205,12663,12602,2220,101.04,0,125,26,33,8,13,0
2026-06-13,12663,0,874,11789,11761,9844,100.6,0,500,107,160,41,52,14
2026-06-14,11789,0,934,10855,10799,11239,100.58,0,572,116,152,38,56,0
2026-06-15,10855,0,924,9931,9865,10021,100.9,0,569,109,156,37,53,0
2026-06-16,9931,0,848,9083,9027,10617,100.71,0,493,109,153,41,52,0
2026-06-17,9083,0,912,8171,8215,10998,100.82,0,558,109,150,39,56,0
2026-06-18,8171,0,881,7290,7295,10434,100.82,0,537,109,150,34,51,0
2026-06-19,7290,0,180,7110,7081,2114,100.97,0,105,24,31,8,12,0
2026-06-20,7110,0,851,6259,6283,11135,100.45,0,511,106,135,37,48,14
2026-06-21,6259,12710,873,18096,17968,10470,100.46,1276847,504,123,151,38,57,0
2026-06-22,18096,0,890,17206,17134,9951,100.58,0,546,106,154,35,49,0
2026-06-23,17206,0,892,16314,16374,10719,100.57,0,509,111,171,40,61,0
2026-06-24,16314,0,907,15407,15413,10762,100.81,0,570,101,140,39,57,0
2026-06-25,15407,0,879,14528,14442,11263,100.99,0,511,123,157,37,51,0
2026-06-26,14528,0,186,14342,14369,1951,100.5,0,112,24,31,8,11,0
2026-06-27,14342,0,890,13452,13394,11259,100.77,0,530,112,147,35,52,14
2026-06-28,13452,0,969,12483,12498,9892,100.7,0,587,116,171,40,55,0
2026-06-29,12483,0,944,11539,11581,10768,100.51,0,585,125,143,38,53,0
2026-06-30,11539,0,827,10712,10660,10971,100.34,0,489,120,133,33,52,0
2026-07-01,10712,0,934,9778,9776,11095,100.72,0,561,107,169,36,61,0
2026-07-02,9778,0,869,8909,8916,9771,100.51,0,529,105,147,38,50,0
2026-07-03,8909,0,187,8722,8699,2265,100.39,0,109,24,32,9,13,0
2026-07-04,8722,0,869,7853,7859,9913,100.84,0,524,99,148,35,49,14
2026-07-05,7853,0,882,6971,6934,9761,100.31,0,532,101,162,35,52,0
2026-07-06,6971,0,850,6121,6079,9674,100.7,0,504,120,138,36,52,0
2026-07-07,6121,0,901,5220,5207,10370,100.47,0,531,109,160,43,58,0
2026-07-08,5220,13029,908,17341,17440,10854,100.55,1310066,545,121,145,37,60,0
2026-07-09,17341,0,948,16393,16316,10169,100.38,0,581,117,154,36,60,0
2026-07-10,16393,0,176,16217,16112,2192,100.33,0,102,22,32,9,11,0
2026-07-11,16217,0,904,15313,15427,10938,100.74,0,552,109,139,36,54,14
2026-07-12,15313,0,915,14398,14349,10929,100.65,0,552,106,163,37,57,0
2026-07-13,14398,0,925,13473,13410,11180,100.55,0,546,127,156,37,59,0
2026-07-14,13473,0,882,12591,12670,9777,100.61,0,518,116,158,37,53,0
2026-07-15,12591,0,866,11725,11778,9600,100.7,0,527,99,154,32,54,0
2026-07-16,11725,0,785,10940,11005,10982,100.2,0,455,112,130,35,53,0
2026-07-17,10940,0,182,10758,10783,2290,100.18,0,109,24,30,8,11,0
2026-07-18,10758,0,835,9923,9855,9882,100.26,0,479,106,145,35,56,14
2026-07-19,9923,0,980,8943,8976,9750,100.74,0,586,124,172,36,62,0
2026-07-20,8943,0,864,8079,8126,9721,100.5,0,528,100,143,37,56,0
2026-07-21,8079,0,913,7166,7147,11009,100.54,0,563,107,147,35,61,0
2026-07-22,7166,0,848,6318,6337,10390,100.34,0,503,101,155,36,53,0
2026-07-23,6318,0,902,5416,5396,11097,100.71,0,543,106,162,36,55,0
2026-07-24,5416,12834,185,18065,18172,2127,100.61,1291229,106,25,35,8,11,0
2026-07-25,18065,0,835,17230,17196,10612,100.18,0,490,101,146,34,50,14
2026-07-26,17230,0,848,16382,16477,11081,100.46,0,507,112,136,40,53,0
2026-07-27,16382,0,877,15505,15401,10350,100.43,0,538,113,134,38,54,0
2026-07-28,15505,0,816,14689,14589,9617,100.59,0,471,98,156,36,55,0
2026-07-29,14689,0,874,13815,13815,11322,100.55,0,514,111,158,36,55,0
2026-07-30,13815,0,917,12898,12928,11311,100.61,0,550,116,156,36,59,0
2026-07-31,12898,0,191,12707,12717,1946,100.18,0,112,25,34,8,12,0
2026-08-01,12707,0,912,11795,11884,11006,100.33,0,529,115,153,41,60,14
2026-08-02,11795,0,912,10883,10948,10958,100.44,0,545,105,166,43,53,0
2026-08-03,10883,0,839,10044,10122,10671,100.47,0,524,98,134,34,49,0
2026-08-04,10044,0,815,9229,9171,9970,100.59,0,475,107,148,35,50,0
2026-08-05,9229,0,838,8391,8404,9589,100.4,0,507,104,138,34,55,0
2026-08-06,8391,0,879,7512,7567,9669,100.27,0,541,106,141,34,57,0
2026-08-07,7512,0,192,7320,7353,2126,100.55,0,118,24,30,8,12,0
2026-08-08,7320,0,843,6477,6517,11286,100.14,0,499,104,141,37,48,14
2026-08-09,6477,0,935,5542,5563,11032,100.18,0,572,117,158,36,52,0
2026-08-10,5542,0,810,4732,4731,10337,100.49,0,468,109,138,41,54,0
2026-08-11,4732,13523,791,17464,17359,9970,100.07,1353247,450,96,155,36,54,0
2026-08-12,17464,0,888,16576,16489,11323,100.44,0,535,108,159,37,49,0
2026-08-13,16576,0,867,15709,15644,10669,100.01,0,523,108,146,34,56,0
2026-08-14,15709,0,175,15534,15618,2136,99.97,0,100,22,32,9,12,0
2026-08-15,15534,0,850,14684,14607,11035,100.29,0,473,117,145,40,61,14
2026-08-16,14684,0,815,13869,13812,11428,100.17,0,479,99,149,37,51,0
2026-08-17,13869,0,917,12952,13028,10454,100.16,0,563,100,161,35,58,0
2026-08-18,12952,0,864,12088,12131,11152,99.96,0,495,107,165,36,61,0
2026-08-19,12088,0,885,11203,11216,10625,99.99,0,544,112,140,35,54,0
2026-08-20,11203,0,877,10326,10345,10214,100.33,0,521,117,145,39,55,0
